EIN	Name	TotalFunctionalExpenses
841262971	POUDRE VALLEY HEALTH CARE INC	570688551
841276376	Valley Citizens Foundation for Health	19677217
841337350	Southwest Health System Inc	66712257
841421665	St Luke's Wood River Medical Center Lt	75281866
841465990	ARKANSAS VALLEY REGIONAL MEDICAL	39497887
841715908	HUTCHINSON HEALTH	86635222
841793121	AdventHealth Polk North Inc	50770579
841949748	PINEVILLE COMMUNITY HEALTH CENTER INC	371725
842670875	ADVENTIST HEALTHCARE FORT WASHINGTON	8124075
843178470	U OF L HEALTH - LOUISVILLE INC	435997339
843196350	U OF L HEALTH- SHELBYVILLE INC	16749133
843654542	Huntsville Community Hospital Inc	25517204
843864735	LEHIGH VALLEY HOSPITAL - COORDINATED	8824423
846002707	MONTROSE MEMORIAL HOSPITAL INC	118314276
850105601	PRESBYTERIAN HEALTHCARE SERVICES	1715632267
850106941	St Vincent Hospital	462554640
850127924	SAN JUAN REGIONAL MEDICAL CENTER	303094923
850138775	OTERO COUNTY HOSPITAL ASSOCIATION	158424069
850141285	CIBOLA GENERAL HOSPITAL	31224170
850289839	TAOS HEALTH SYSTEMS INC	69458897
850313268	Rehoboth Mckinley Christian	75072777
850441767	SAN JUAN REGIONAL REHABILITATION HOSPITAL INC	3963656
850442957	Clayton Health Systems Inc	11068466
860096775	COMMUNITY HOSPITAL ASSOCIATION INC	44949528
860098923	YAVAPAI COMMUNITY HOSPITAL ASSOCIATION	362535670
860100882	Verde Valley Medical Center	131589901
860107344	WINSLOW MEMORIAL HOSPITAL INC	37245243
860110232	Flagstaff Medical Center	405687629
860137567	Tucson Medical Center	553348322
860171900	White Mountain Communities Hospital Inc	17374497
860181654	Scottsdale Healthcare Hospitals	1864038247
860206928	WEST YAVAPAI GUIDANCE CLINIC	42733268
860208451	NORTHERN COCHISE COMMUNITY	18502414
860215065	ChangePoint Integrated Health	18950796
860223720	THE GUIDANCE CENTER INC	21672300
860260959	La Paz Regional Hospital	31417665
860320447	SUMMIT HEALTHCARE ASSOCIATION	187428553
860334996	BISBEE HOSPITAL ASSOCIATION INC	41730519
860422559	Phoenix Children's Hospital	954317316
860732836	Cobre Valley Regional Medical Center	52827883
866007596	YUMA REGIONAL MEDICAL CENTER	515686848
866007695	BENSON HOSPITAL	16357091
870257692	SOUTH DAVIS COMMUNITY HOSPITAL	34475023
870276435	Uintah Basin Medical Center	82150681
870396036	ENTERPRISE VALLEY MEDICAL CLINIC	1505436
870419324	Central Valley Medical Center	42595170
870543342	MOAB VALLEY HEALTHCARE INC	33039269
870741588	SIMPSON COMMUNITY HEALTHCARE INC	17232293
880065829	Boulder City Hospital Inc	29207697
880213754	Renown Regional Medical Center	824879636
880256932	SOUTH LYON HEALTH CENTER INC	14056219
880401489	DR MIRIAM & SHELDON G ADELSON CLINIC FOR	1527980
880405927	Washoe Barton Medical Clinic	60674745
880502320	CARSON TAHOE REGIONAL HEALTHCARE	307089888
900054984	CAPE COD HEALTHCARE INC & AFFILIATES	933688231
900059117	UNIVERSITY HOSPITALS HEALTH SYSTEM INC	3614932000
900640432	SUMMA HEALTH GROUP RETURN	992256387
900656139	PARTNERS HEALTHCARE SYSTEM INC &	12986377183
900756744	MEMORIAL HEALTH SYSTEM GROUP	1010025509
900759236	EXCELA HEALTH GROUP	453037215
900779828	ATLANTICARE HEALTH SYSTEM INC - SUBORDINATES	794111488
900779996	CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN	1550002914
900790361	EMORY GROUP RETURN	2063862895
900909506	CLIFTON-FINE HEALTH CARE CORPORATION	8508355
901000718	Riverside Healthcare Association Inc Group	1586956512
910171250	CENTRAL WASHINGTON HEALTH SERVICES	384744266
910349750	Our Lady of Lourdes Hospital at Pasco	26572221
910433740	SWEDISH HEALTH SERVICES	2448252081
910511770	KAISER FOUNDATION HEALTH PLAN OF WASHINGTON	3786673658
910545036	TRI-STATE MEMORIAL HOSPITAL	89048215
910564491	FRANCISCAN HEALTH SYSTEM	1227679724
910564748	SEATTLE CHILDREN'S HOSPITAL	1611284385
910565539	Virginia Mason Medical Center	1108922619
910565546	Harrison Medical Center	489681124
910567263	Yakima Valley Memorial Hospital Association	478653565
910568304	GRAYS HARBOR COMMUNITY HOSPITAL	111892494
910637400	UW MEDICINENORTHWEST	398834385
910652651	OVERLAKE HOSPITAL MEDICAL CENTER	597824670
910655392	KADLEC REGIONAL MEDICAL CENTER	546743625
910712166	Highline Medical Center	197243355
910715805	Enumclaw Regional Hospital Association	84810314
910848698	Navos	66098569
910939479	PEACEHEALTH	2846951385
911170040	REGIONAL HOSPITAL FOR RESPIRATORY AND	8783670
911286274	Sunnyside Community Hospital Association	99701963
911307555	INLAND NORTHWEST HEALTH SERVICES	96581743
911352172	MULTICARE HEALTH SYSTEM	3114891357
911858433	The Nebraska Medical Center	1579927000
911935159	SEATTLE CANCER CARE ALLIANCE	610353946
911997979	East Carolina Health Inc	413894993
912153073	THE CLEVELAND CLINIC FOUNDATION	8774576074
912154267	Memorial Sloan-Kettering Cancer Center	4184654098
912154436	O'Connor Hospital	321213578
912154437	Saint Louise Regional Hospital	94557203
912154438	St Vincent Medical Center	279554078
912154439	St Francis Medical Center	459307779
912154441	Seton Medical Center	285124415
912155626	UMass Memorial Health Care Inc & Affiliates	2646205390
920019395	VALLEY HOSPITAL ASSOCIATION INC	13325501
920037099	SOUTH PENINSULA HOSPITAL INC	75238686
920077523	CENTRAL PENINSULA GENERAL HOSPITAL INC	375524898
926001607	Petersburg Medical Center	16829563
930110095	ALBANY GENERAL HOSPITAL	196013214
930223960	ASANTE	723739424
930281321	SILVERTON HEALTH	162130006
930386793	LEGACY GOOD SAMARITAN HOSPITAL AND	341511268
930386823	LEGACY EMANUEL HOSPITAL & HEALTH CENTER	1007787457
930386868	MERCY MEDICAL CENTER INC	202716306
930386936	MID-COLUMBIA MEDICAL CENTER	128812797
930391573	GOOD SAMARITAN HOSPITAL CORVALLIS	454930391
930391614	St Anthony Hospital	71208563
930396847	MID-VALLEY HEALTHCARE INC	131482134
930415219	SANTIAM MEMORIAL HOSPITAL	55004250
930425580	GOOD SHEPHERD HEALTH CARE SYSTEM	111188647
930429015	Portland Adventist Medical Center	326559125
930430029	TUALITY HEALTHCARE	215639222
930505325	GRANDE RONDE HOSPITAL INC	106806179
930508781	SKY LAKES MEDICAL CENTER	656398667
930579722	SALEM HEALTH	791478200
930583856	COLUMBIA LUTHERAN CHARITIES	102141689
930591528	LEGACY MOUNT HOOD MEDICAL CENTER	155313185
930602940	St Charles Health System Inc	784576604
930606316	SERENITY LANE	15711462
930618975	LEGACY MERIDIAN PARK HOSPITAL	221894558
930622075	Northwest Medical Foundation Tillamook	85096022
931305493	SAMARITAN NORTH LINCOLN HOSPITAL	64996332
931329784	SAMARITAN PACIFIC HEALTH SERVICES	98818324
940382330	CHILDREN'S HOSPITAL & RESEARCH CENTER AT	669852512
940382780	CHINESE HOSPITAL ASSOCIATION	130991064
940535360	Hanford Community Hospital	285987368
940545320	HEBREW HOME FOR AGED DISABLED	71743754
940562680	SUTTER BAY HOSPITALS	4084808080
940760193	COMMUNITY HOSPITAL OF THE MONTEREY	558738468
941044474	Lodi Memorial Hospital Association Inc	237918317
941049467	ORCHARD HOSPITAL	30146250
941080917	SUTTER CENTRAL VALLEY HOSPITALS	229620338
941101228	Feather River Hospital	203061710
941105628	KAISER FOUNDATION HOSPITALS	25287892835
941156276	FRESNO COMMUNITY HOSPITAL	1637933636
941156295	Saint Francis Memorial Hospital	240016456
941156596	ST JOSEPH HOSPITAL OF EUREKA	148743726
941156621	SUTTER VALLEY HOSPITALS	3157092161
941196176	SUTTER EAST BAY HOSPITALS	230915857
941196203	DIGNITY HEALTH	9797268622
941201197	DAMERON HOSPITAL ASSOCIATION	183802815
941231005	SANTA ROSA MEMORIAL HOSPITAL	305455013
941243669	QUEEN OF THE VALLEY MEDICAL CENTER	168007856
941279779	St Helena Hospital	256406225
941294954	VALLEY CHILDREN'S HOSPITAL	729318066
941384665	REDWOOD MEMORIAL HOSPITAL	29671351
941387866	Rideout Memorial Hospital	447733600
941415069	Sonora Community Hospital	247474334
941429628	THE HOSPITAL COMMITTEE FOR THE LIVERMORE-	297118956
941437713	SAINT AGNES MEDICAL CENTER	509810731
941439787	Sierra Nevada Memorial - Miners Hospital Inc	182382520
941450151	MARSHALL MEDICAL CENTER	278951100
941458282	NORTHBAY HEALTHCARE GROUP	548655699
941461843	JOHN MUIR HEALTH	1542074828
941502014	SOUTHERN MONTEREY COUNTY MEMORIAL	70469172
941603784	ENLOE MEDICAL CENTER	654410124
941623075	SISKIYOU HOSPITAL INC	95767291
941634554	OROVILLE HOSPITAL	288792077
941639901	Ukiah Adventist Hospital	182664692
941668344	HAYWARD SISTERS HOSPITAL	135909104
942219349	TARZANA TREATMENT CENTERS INC	64470013
942823538	MARIN GENERAL HOSPITAL	419964162
942854057	IHC HEALTH SERVICES INC	6621841952
942916102	KINGMAN HEALTHCARE INC	333034355
942988520	SUTTER COAST HOSPITAL	84234213
943480131	LOUISIANA CHILDREN'S MEDICAL CENTER	377891373
946050274	BARTON HEALTHCARE SYSTEM	178807835
946174066	STANFORD HEALTH CARE	4050032197
950651579	Sharp Coronado Hospital & Healthcare Center	110008697
951115230	POMONA VALLEY HOSPITAL MEDICAL CENTER	631740810
951183919	San Antonio Regional Hospital	376563178
951642394	University of Southern California	5995636598
951643325	ST JUDE HOSPITAL INC	559116674
951643327	HOAG MEMORIAL HOSPITAL PRESBYTERIAN	1062067809
951643336	METHODIST HOSPITAL OF SOUTHERN CALIFORNIA	309257050
951643347	REDLANDS COMMUNITY HOSPITAL	388167472
951643359	ST JOSEPH HOSPITAL OF ORANGE	640091898
951643360	MISSION HOSPITAL REGIONAL MEDICAL CENTER	619936349
951643373	Community Hospital of San Bernardino	276099551
951644036	Pasadena Hospital Association Ltd	678983363
951644042	Torrance Memorial Medical Center	663349296
951644600	CEDARS-SINAI MEDICAL CENTER	3308261916
951644629	Santa Barbara Cottage Hospital	720952221
951647809	Barlow Respiratory Hospital	63359010
951652916	MOTION PICTURE AND TELEVISION FUND	58354729
951656366	Good Samaritan Hospital	392204688
951683875	CITY OF HOPE NATIONAL MEDICAL CENTER	1315617669
951683892	COMMUNITY MEMORIAL HEALTH SYSTEM	405845259
951684082	PROVIDENCE SAINT JOHN'S HEALTH CENTER	386844463
951684089	SCRIPPS HEALTH	3070728900
951690977	Children's Hospital Los Angeles	1255702833
951691011	GATEWAYS HOSPITAL & MENTAL HEALTH CENTER	30371540
951691313	RADY CHILDREN'S HOSPITAL - SAN DIEGO	1101742912
951802779	Bakersfield Memorial Hospital	481325672
951816005	BEVERLY COMMUNITY HOSPITAL ASSOCIATION	199693525
951816017	Glendale Adventist Medical Center	456465263
951831045	GRANCELL VILLAGE OF THE LOS ANGELES	60103349
951903935	PIH HEALTH HOSPITAL - DOWNEY	169367130
951914489	ST MARY MEDICAL CENTER	301990030
951934652	PIH Health Hospital - Whittier	591173879
951945832	VALLEY PRESBYTERIAN HOSPITAL	383593952
952082686	Ridgecrest Regional Hospital	122526029
952224265	Santa Ynez Valley Cottage Hospital Inc	17888858
952282647	White Memorial Medical Center	427562483
952294234	San Joaquin Community Hospital	393544082
952321786	Children's Hospital of Orange County	927609222
952367304	Sharp Chula Vista Medical Center	421100008
952413054	EMANATE HEALTH FOOTHILL PRESBYTERIAN	113551193
952413596	Goleta Valley Cottage Hospital	75508974
952459796	KEDREN COMMUNITY HEALTH CENTERINC	44039249
952477294	PARKVIEW COMMUNITY HOSPITAL MEDICAL	162001859
952821104	HENRY MAYO NEWHALL MEMORIAL HOSPITAL	380780852
953522679	SEVENTH-DAY ADVENTISTS LOMA LINDA	1350950703
953782169	Sharp Memorial Hospital	1102262379
954896822	DEWITT HOSPITAL & NURSING HOME INC	10731491
956006469	EMANATE HEALTH MEDICAL CENTER	495051009
956064971	Simi Valley Hosp & Hlth Care Serv	152724413
956130458	Eisenhower Medical Center	826905214
990073524	THE QUEEN'S MEDICAL CENTER	1108914850
990074139	KUAKINI MEDICAL CENTER	143684140
990107330	Castle Medical Center	172295923
990251372	MOLOKAI GENERAL HOSPITAL	14664562
990260423	QUEEN'S NORTH HAWAII COMMUNITY HOSPITAL	79958293
990269825	WAHIAWA GENERAL HOSPITAL	45359158
990298651	SUTTER HEALTH PACIFIC	23060485
020223321	Cottage Hospital	34209587
020222791	Alice Peck Day Memorial Hospital	75985186
061705652	CASEY COUNTY HOSPITAL DISTRICT	19656726
020276210	Upper Connecticut Valley Hospital	18735973
042103581	HENRY HEYWOOD MEMORIAL HOSPITAL	146409293
030183721	WINDSOR HOSPITAL CORPORATION	54657974
020315693	Catholic Medical Center	430871938
020222156	Memorial Hospital	74720104
042767880	MELROSEWAKEFIELD HEALTHCARE INC	233537537
042104338	ANNA JAQUES HOSPITAL INC	135301603
042103606	MOUNT AUBURN HOSPITAL	329443470
042104434	WINCHESTER HOSPITAL	279698578
060646659	GREENWICH HOSPITAL	404352828
043651340	TUBA CITY REGIONAL	176511890
030185556	NORTH COUNTRY HOSPITAL & HEALTH CENTER INC	89798155
060646678	The Charlotte Hungerford Hospital	152014572
042790311	Baystate Medical Center Inc	1270186504
042704686	LAHEY CLINIC HOSPITAL INC	977796467
010211534	Mercy Hospital	222385751
020280367	Androscoggin Valley Hospital Inc	60206294
043229679	BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM	101709249
043314093	Boston Medical Center	1649267744
030177161	Carlos G Otis Health Care Center	24783162
010215911	Mid Coast Hospital	228751492
042103590	THE LOWELL GENERAL HOSPITAL	458621162
042103575	Baystate Franklin Medical Center	104175086
061422973	MOUNT SINAI REHABILITATION HOSPITAL	25938656
060646668	Hartford Hospital	1657249639
030179423	Copley Hospital Inc	70299331
060646704	LAWRENCE MEMORIAL HOSPITAL INC	357106009
043633263	WACCAMAW COMMUNITY HOSPITAL	169057316
043341666	Eastern Maine Healthcare SystemsCADean	17890252
042103577	Harrington Memorial Hospital Inc	132829080
010177170	Waldo County General Hospital	24734617
066076412	THE HATCH HOSPITAL CORPORATION	3242810
060655139	SILVER HILL HOSPITAL INC	40086254
010545327	Penobscot Valley Hospital	19692721
010524834	MAINE BEHAVIORAL HEALTHCARE	22975514
010223482	MILLINOCKET REGIONAL HOSPITAL	33718067
010649794	HACKENSACK MERIDIAN HEALTH INC-SUBORDINATES	4774210848
010782751	Nationwide Children's Hospital Group Return	1714703993
010212444	York Hospital	186650001
010179500	SOUTHERN MAINE HEALTH CARE	74636852
042121377	THE SHRINERS' HOSPITAL FOR CHILDREN	70301302
010219904	Stephens Memorial Hospital Assoc	18595095
060646741	THE MILFORD HOSPITAL INC	51473318
030183483	RUTLAND HOSPITAL INC	281097138
010285286	Penobscot Bay Medical Center	34184402
010211783	Calais Regional Hospital	30465638
010263198	Down East Community Hospital	45151395
010646166	INDIANA UNIVERSITY HEALTH BLACKFORD	19930302
061562701	ST CATHERINE OF SIENA MEDICAL CENTER	269201460
020223332	Huggins Hospital	65234739
010211797	Mount Desert Island Hospital	66636992
010284446	REDINGTON-FAIRVIEW GENERAL HOSPITAL	109310675
030181058	Porter Hospital Inc	86649050
066068853	THE NORWALK HOSPITAL ASSOCIATION	408589360
010211503	Franklin Memorial Hospital	22526775
042774441	Children's Hospital Corporation	1910017857
010227195	BLUE HILL MEMORIAL HOSPITAL INC	37832086
010603214	Saint Francis Hospital South LLC	105253172
060646652	YALE NEW HAVEN HOSPITAL	3007841706
020222242	Weeks Medical Center	52826057
010211501	Eastern Maine Healthcare Systems EMMC	879469110
010217211	EASTERN MAINE HEALTHCARE SYSTEMS IH	74908995
020222118	Valley Regional Hospital Inc	44204571
010263628	Eastern Maine Healthcare Systems-SVH	39767772
060646554	BRIDGEPORT HOSPITAL	587135160
010153960	LINCOLNHEALTH	21973980
043398280	THE MERCY HOSPITAL INC	354846132
060646718	Middlesex Hospital	410004757
010372148	EASTERN MAINE HEALTHCARE SYSTEMS TAMC	140567707
060646715	Midstate Medical Center	291243590
060966963	Natchaug Hospital Inc	53724401
042769210	SOUTH SHORE HOSPITAL INC	649520188
060646917	THE STAMFORD HOSPITAL	562858076
050445136	SOUTH COUNTY HOSPITAL HEALTHCARE SYSTEM	202292102
042794625	Southcoast Health System Inc	9550351
020222150	LRGHealthcare	237347241
060646755	CONNECTICUT CHILDREN'S MEDICAL CENTER	355999364
042103602	MILFORD REGIONAL MEDICAL CENTER INC	218946361
043775926	Doctors Hospital Inc	216803156
060646813	SAINT FRANCIS HOSPITAL AND MEDICAL	876432967
060646597	Danbury Hospital	717006081
030179437	Springfield Hospital Inc	64075139
042121317	NORTHEAST HOSPITAL CORPORATION	361523132
042103881	BETH ISRAEL DEACONESS MEDICAL CENTER	1877125248
020226774	Speare Memorial Hospital	64413767
060647014	GRIFFIN HOSPITAL	193983136
060646672	HEBREW HOME & HOSPITAL	7633258
030219309	THE UNIVERSITY OF VERMONT MEDICAL CENTER	1467200924
010459837	Eastern Maine Healthcare Systems AHC	53995197
010198331	Maine Coast Regional Health Facilities	82946003
060646966	Windham Community Memorial Hospital Inc	106666672
030107300	Brattleboro Memorial Hospital	86807830
060646768	The Hospital of Central Connecticut	431552831
042768252	Sturdy Memorial Hospital Inc	214188640
061745397	OCONTO HOSPITAL AND MEDICAL CENTER	61681112
042103565	EMERSON HOSPITAL	268383047
030240129	NORTHEAST WASHINGTON COUNTY	10048664
020222171	New London Hospital Association Inc	64045333
042791396	BERKSHIRE MEDICAL CENTER INC	506608071
050258954	Rhode Island Hospital	1527645723
050258812	BUTLER HOSPITAL	109756951
042103586	Lawrence General Hospital	266009374
060646766	HOSPITAL FOR SPECIAL CARE	103675375
050258914	Newport Hospital	121803033
020222152	Littleton Hospital Association	99586591
050258905	The Miriam Hospital	516604904
042126583	ATHOL MEMORIAL HOSPITAL	32246539
042156082	FRANCISCAN HOSPITAL FOR CHILDREN	61760025
020222157	Monadnock Community Hospital	97125282
010238552	MaineHealth	2079980645
042133860	FAIRVIEW HOSPITAL	56380556
060646844	SAINT MARY'S HOSPITAL INC	300341851
060250773	The William W Backus Hospital	385205407
060655131	Masonicare Health Center	67763246
060646599	DAY KIMBALL HEALTHCARE INC	110375714
050258896	KENT COUNTY MEMORIAL HOSPITAL	510223879
043730045	MEDICAL CENTER OF THE ROCKIES	485055889
050258937	WOMEN & INFANTS HOSPITAL OF RI	491135942
060646886	St Vincent's Medical Center	382973569
042103604	BETH ISRAEL DEACONESS HOSPITAL - MILTON	121180862
060646559	BRISTOL HOSPITAL INC	152371411
030179418	GIFFORD MEDICAL CENTER INC	53061681
042103612	NEW ENGLAND BAPTIST HOSPITAL	234911028
050258806	Emma Pendleton Bradley Hospital	81513127
050615150	BayCare Alliant Hospital Inc	18055834
010215227	RUMFORD HOSPITAL	41301878
010130427	BRIDGTON HOSPITAL	45992045
020354549	The Cheshire Medical Center	239728736
030266986	Northwestern Medical Center	119814735
020222140	Mary Hitchcock Memorial Hospital	1325566267
060646649	Gaylord Hospital INC	80333939
020222131	Frisbie Memorial Hospital	161679996
020483054	Southern New Hampshire Medical Center	222857131
010553478	EAST MOUNTAIN HOSPITAL INC	2157339
020232673	The Elliot Hospital of the City	451527566
010234189	Northern Maine Medical Center	58468730
010211494	CENTRAL MAINE MEDICAL CENTER	412471854
010211551	St Mary's Regional Medical Center	234922491
020222215	St Joseph Hospital	235837288
010212435	St Joseph Hospital	162293522
043794775	SHARON S RICHARDSON COMMUNITY	6406995
042103543	AUSTEN RIGGS CENTER INC	19113961
060878822	THE CONNECTICUT HOSPICE INC	22448029
036013761	Northeastern Vermont Regional Hosp Inc	83522290
030107360	Brattleboro Retreat	69408362
042104298	Hebrew Rehabilitation Center	136210352
042103591	MASSACHUSETTS EYE & EAR INFIRMARY	292087720
042263040	Dana-Farber Cancer Institute Inc	1681302389
